(0.003805, 0.002159, 0.471783)
(0.003820, 0.002161, 0.473245)
(0.003834, 0.002162, 0.474599)
(0.003853, 0.002164, 0.476447)
(0.003863, 0.002164, 0.477391)
(0.003873, 0.002165, 0.478388)
(0.003886, 0.002166, 0.479578)
(0.003897, 0.002167, 0.480609)
(0.003909, 0.002168, 0.481772)
(0.003923, 0.002170, 0.483188)
(0.003933, 0.002171, 0.484156)
(0.003943, 0.002171, 0.485047)
(0.003950, 0.002172, 0.485724)
(0.003957, 0.002173, 0.486420)
(0.003971, 0.002174, 0.487754)
(0.003983, 0.002175, 0.488958)
(0.003989, 0.002175, 0.489481)
(0.003992, 0.002176, 0.489816)
(0.003998, 0.002176, 0.490421)
(0.004003, 0.002177, 0.490875)
(0.004008, 0.002177, 0.491308)
(0.004013, 0.002178, 0.491810)
(0.004016, 0.002178, 0.492074)
(0.004020, 0.002178, 0.492476)
(0.004024, 0.002178, 0.492862)
(0.004028, 0.002179, 0.493274)
(0.004031, 0.002179, 0.493588)
(0.004035, 0.002179, 0.493921)
(0.004039, 0.002180, 0.494323)
(0.004041, 0.002180, 0.494548)
(0.004044, 0.002180, 0.494834)
(0.004047, 0.002181, 0.495102)
(0.004049, 0.002181, 0.495297)
(0.002460, 0.004567, 0.495590)
(0.002461, 0.004568, 0.495744)
(0.002464, 0.005365, 0.496041)
(0.001668, 0.005366, 0.496197)
(0.001668, 0.005367, 0.496321)
(0.000851, 0.006907, 0.491292)
(0.000840, 0.006878, 0.488488)
(0.000832, 0.006855, 0.486327)
(0.000816, 0.006814, 0.482485)
(0.000780, 0.006718, 0.473331)
(0.000751, 0.006641, 0.465991)
(0.000732, 0.006592, 0.461322)
(-0.000029, 0.006502, 0.452810)
(-0.000039, 0.006460, 0.448749)
(-0.000047, 0.006424, 0.445359)
(-0.000766, 0.006365, 0.439805)
(-0.001470, 0.006326, 0.436091)
(-0.002162, 0.006290, 0.432611)
(-0.003530, 0.005561, 0.428704)
(-0.004190, 0.005526, 0.424813)
(-0.006202, 0.003468, 0.421821)
(-0.007525, 0.002786, 0.419702)
(-0.008799, 0.002108, 0.415693)
(-0.009407, 0.001443, 0.412712)
(-0.010630, 0.000135, 0.408254)
(-0.011219, -0.001156, 0.405561)
(-0.012425, -0.001777, 0.402116)
(-0.013637, -0.003679, 0.399549)
(-0.014847, -0.004288, 0.397423)
(-0.015429, -0.005535, 0.395847)
(-0.016622, -0.006763, 0.393821)
(-0.017817, -0.007357, 0.392177)
(-0.017759, -0.007953, 0.390819)
(-0.018309, -0.008534, 0.389035)
(-0.018887, -0.009752, 0.388006)
(-0.018842, -0.009723, 0.387017)
(-0.020015, -0.010300, 0.385575)
(-0.019981, -0.010278, 0.384878)
(-0.019944, -0.010871, 0.384121)
(-0.020488, -0.012052, 0.382673)
(-0.021021, -0.013832, 0.381115)
(-0.022187, -0.015008, 0.380037)
(-0.022752, -0.015582, 0.379240)
(-0.023313, -0.016152, 0.378414)
(-0.023892, -0.016736, 0.377930)
(-0.025066, -0.018522, 0.377293)
(-0.026232, -0.019090, 0.376595)
(-0.026207, -0.019673, 0.376214)
(-0.027363, -0.020232, 0.375459)
(-0.027340, -0.020815, 0.375123)
(-0.027317, -0.020796, 0.374800)
(-0.027276, -0.021361, 0.374214)
(-0.027854, -0.021341, 0.373880)
(-0.027823, -0.021913, 0.373440)
(-0.028994, -0.023087, 0.373055)
(-0.030652, -0.025304, 0.378952)
(-0.033580, -0.028191, 0.384801)
(-0.033818, -0.029033, 0.387628)
(-0.034237, -0.029427, 0.392608)
(-0.034411, -0.029590, 0.394672)
(-0.034601, -0.029769, 0.396923)
(-0.034715, -0.029876, 0.398286)
(-0.034856, -0.030008, 0.399952)
(-0.035050, -0.030191, 0.402259)
(-0.035157, -0.030291, 0.403528)
(-0.035276, -0.030404, 0.404947)
(-0.035865, -0.030957, 0.411938)
(-0.036151, -0.031226, 0.415332)
(-0.036469, -0.031525, 0.419110)
(-0.036881, -0.031913, 0.424010)
(-0.037245, -0.032255, 0.428329)
(-0.037605, -0.032593, 0.432602)
(-0.037975, -0.032941, 0.436996)
(-0.038297, -0.033245, 0.440827)
(-0.038644, -0.033571, 0.444952)
(-0.038898, -0.033810, 0.447966)
(-0.039047, -0.033950, 0.449736)
(-0.039367, -0.034251, 0.453534)
(-0.039538, -0.034412, 0.455566)
(-0.039710, -0.034573, 0.457609)
(-0.040049, -0.034892, 0.461634)
(-0.040195, -0.035030, 0.463373)
(-0.040676, -0.035482, 0.469082)
(-0.041002, -0.035788, 0.472950)
(-0.041639, -0.036387, 0.480516)
(-0.041950, -0.036680, 0.484218)
(-0.042341, -0.037047, 0.488856)
(-0.042775, -0.037455, 0.494008)
(-0.043191, -0.037847, 0.498950)
(-0.043740, -0.038363, 0.505476)
(-0.044219, -0.038814, 0.511165)
(-0.044643, -0.039213, 0.516203)
(-0.045042, -0.039587, 0.520932)
(-0.045232, -0.039766, 0.523194)
(-0.045421, -0.039944, 0.525444)
(-0.045653, -0.040162, 0.528194)
(-0.045799, -0.040299, 0.529925)
(-0.045974, -0.040464, 0.532008)
(-0.046143, -0.040623, 0.534018)
(-0.046255, -0.040728, 0.535344)
(-0.046383, -0.040849, 0.536866)
(-0.046513, -0.040971, 0.538414)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.046663, -0.041112, 0.540189)
(-0.043204, -0.037859, 0.499110)
(-0.043204, -0.037859, 0.499110)
(-0.042729, -0.037413, 0.493467)
(-0.042217, -0.036931, 0.487380)
(-0.041792, -0.036531, 0.482329)
(-0.041569, -0.036322, 0.479688)
(-0.041352, -0.036117, 0.477110)
(-0.041168, -0.035944, 0.474921)
(-0.040918, -0.035709, 0.471951)
(-0.040750, -0.035551, 0.469957)
(-0.040603, -0.035413, 0.468218)
(-0.040419, -0.035240, 0.466027)
(-0.040304, -0.035131, 0.464655)
(-0.040893, -0.034987, 0.462831)
(-0.040761, -0.034865, 0.461287)
(-0.040607, -0.034723, 0.459495)
(-0.040414, -0.034544, 0.457240)
(-0.040231, -0.034376, 0.455112)
(-0.040122, -0.034275, 0.453845)
(-0.040029, -0.034189, 0.452757)
(-0.039932, -0.034100, 0.451630)
(-0.039831, -0.034006, 0.450449)
(-0.039768, -0.033949, 0.449720)
(-0.039690, -0.033156, 0.448805)
(-0.040017, -0.033452, 0.452616)
(-0.040193, -0.033611, 0.454671)
(-0.040406, -0.033803, 0.457145)
(-0.040579, -0.033960, 0.459165)
(-0.041061, -0.034395, 0.464779)
(-0.041498, -0.034791, 0.469882)
(-0.041905, -0.035159, 0.474623)
(-0.042263, -0.035483, 0.478798)
(-0.042738, -0.035912, 0.484331)
(-0.043090, -0.036231, 0.488438)
(-0.043994, -0.037048, 0.498972)
(-0.044863, -0.037833, 0.509096)
(-0.045617, -0.038515, 0.517890)
(-0.046319, -0.039150, 0.526069)
(-0.046948, -0.039719, 0.533404)
(-0.047386, -0.040114, 0.538503)
(-0.047969, -0.040641, 0.545298)
(-0.048477, -0.041101, 0.551221)
(-0.048930, -0.041510, 0.556498)
(-0.049858, -0.042349, 0.567315)
(-0.050714, -0.043123, 0.577289)
