(-0.023967, 0.000582, 0.499110)
(-0.023165, -0.000218, 0.499110)
(-0.021562, -0.001820, 0.499110)
(-0.020760, -0.003422, 0.499110)
(-0.020760, -0.003422, 0.499110)
(-0.020760, -0.003422, 0.499110)
(-0.020760, -0.003422, 0.499110)
(-0.020760, -0.003422, 0.499110)
(-0.019959, -0.004223, 0.499110)
(-0.019959, -0.004223, 0.499110)
(-0.017554, -0.005824, 0.499110)
(-0.016752, -0.007426, 0.499110)
(-0.015951, -0.007426, 0.499110)
(-0.012745, -0.009028, 0.499110)
(-0.010340, -0.010630, 0.499110)
(-0.009538, -0.011431, 0.499110)
(-0.007134, -0.012231, 0.499110)
(-0.004729, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.012231, 0.499110)
(-0.003927, -0.010630, 0.499110)
(-0.003126, -0.008227, 0.499110)
(0.000081, -0.005024, 0.499110)
(0.001684, -0.004223, 0.499110)
(0.004089, -0.001019, 0.499110)
(0.006493, 0.001383, 0.499110)
(0.008898, 0.002985, 0.499110)
(0.009700, 0.003786, 0.499110)
(0.013707, 0.006189, 0.499110)
(0.016914, 0.007790, 0.499110)
(0.021723, 0.008591, 0.499110)
(0.024128, 0.010193, 0.499110)
(0.024929, 0.010994, 0.499110)
(0.027334, 0.011795, 0.499110)
(0.028937, 0.012595, 0.499110)
(0.030541, 0.014197, 0.499110)
(0.032945, 0.014998, 0.499110)
(0.035350, 0.016600, 0.499110)
(0.036953, 0.017401, 0.499110)
(0.038556, 0.019002, 0.499110)
(0.041763, 0.019803, 0.499110)
(0.044167, 0.021405, 0.499110)
(0.044969, 0.022206, 0.499110)
(0.045770, 0.022206, 0.499110)
(0.045770, 0.022206, 0.499110)
(0.048175, 0.023007, 0.499110)
(0.049778, 0.023007, 0.499110)
(0.052985, 0.023007, 0.499110)
(0.056993, 0.023007, 0.499110)
(0.060199, 0.023007, 0.499110)
(0.064207, 0.023007, 0.499110)
(0.065008, 0.023007, 0.499110)
(0.068215, 0.023007, 0.499110)
(0.069818, 0.023007, 0.499110)
(0.070619, 0.023007, 0.499110)
(0.072222, 0.023007, 0.499110)
(0.074627, 0.022206, 0.499110)
(0.076230, 0.022206, 0.499110)
(0.079437, 0.019803, 0.499110)
(0.081040, 0.019002, 0.499110)
(0.082643, 0.019002, 0.499110)
(0.084246, 0.018202, 0.499110)
(0.084246, 0.018202, 0.499110)
(0.084246, 0.018202, 0.499110)
(0.088254, 0.017401, 0.499110)
(0.089055, 0.016600, 0.499110)
(0.092262, 0.014998, 0.499110)
(0.093865, 0.014197, 0.499110)
(0.095468, 0.013396, 0.499110)
(0.103484, 0.010994, 0.499110)
(0.105889, 0.009392, 0.499110)
(0.106690, 0.009392, 0.499110)
(0.106690, 0.009392, 0.499110)
(0.109897, 0.007790, 0.499110)
(0.113103, 0.005388, 0.499110)
(0.117111, 0.002985, 0.499110)
(0.119515, 0.001383, 0.499110)
(0.121119, -0.000218, 0.499110)
(0.122722, -0.001019, 0.499110)
(0.125126, -0.003422, 0.499110)
(0.127531, -0.004223, 0.499110)
(0.129134, -0.005824, 0.499110)
(0.131539, -0.007426, 0.499110)
(0.133944, -0.009028, 0.499110)
(0.135547, -0.010630, 0.499110)
(0.137150, -0.013032, 0.499110)
(0.138753, -0.013833, 0.499110)
(0.138753, -0.014634, 0.499110)
(0.139555, -0.015435, 0.499110)
(0.141158, -0.016236, 0.499110)
(0.141960, -0.017037, 0.499110)
(0.144364, -0.018638, 0.499110)
(0.144364, -0.019439, 0.499110)
(0.144364, -0.019439, 0.499110)
(0.145967, -0.021041, 0.499110)
(0.148372, -0.022643, 0.499110)
(0.149975, -0.023444, 0.499110)
(0.151579, -0.024244, 0.499110)
(0.153182, -0.025846, 0.499110)
(0.154785, -0.027448, 0.499110)
(0.156388, -0.028249, 0.499110)
(0.157991, -0.029050, 0.499110)
(0.160396, -0.031452, 0.499110)
(0.161999, -0.032253, 0.499110)
(0.162801, -0.032253, 0.499110)
(0.164404, -0.033855, 0.499110)
(0.166007, -0.034656, 0.499110)
(0.166007, -0.035457, 0.499110)
(0.167610, -0.037859, 0.499110)
(0.170015, -0.038660, 0.499110)
(0.172420, -0.041063, 0.499110)
(0.174824, -0.044266, 0.499110)
(0.176428, -0.045868, 0.499110)
(0.178832, -0.048271, 0.499110)
(0.180436, -0.049872, 0.499110)
(0.182039, -0.050673, 0.499110)
(0.182039, -0.051474, 0.499110)
(0.182039, -0.051474, 0.499110)
(0.182840, -0.052275, 0.499110)
(0.182840, -0.053076, 0.499110)
(0.182840, -0.053877, 0.499110)
(0.184443, -0.055478, 0.499110)
(0.186047, -0.057080, 0.499110)
